ID	DOCULECT	CONCEPT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	ID_IN_TSV	ENTRJ_IN_SOURCE	IPA	TOKENS	SONARSS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTSS	DUPLICATES	COGID	ALIGNMENT	NOTAS
317	Waliperi	cloud	nuvem	1489	CLOUD	32	enutenɐ̃	enutenɐ̃	e n u t e n ɐ̃	7 4 7 1 7 4 7	XBYBYBZ	ENYTENE	11	11.E.V 11.N.C 11.Y.V 11.T.C 11.E.V 11.N.C 11.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1440	e - n u t e n ɐ̃ - -	?
318	Hohoodene	cloud	nuvem	1489	CLOUD	32	ɛnutona	ɛnutona	ɛ n u t o n a	7 4 7 1 7 4 7	XBYBYBZ	ENYTUNA	4	4.E.V 4.N.C 4.Y.V 4.T.C 4.U.V 4.N.C 4.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1440	ɛ - n u t o n a - -	?
326	Aha	cloud	nuvem	1489	CLOUD	32	iːja ~ ijadaoka	iːja	iː j a	7 6 2007	XBZ	IJA	1	1.I.V 1.J.C 1.A.V	1.5 1.75 0.8	0	234	iː j a - - - - - -	?
324	Dzawinai	cloud	nuvem	1489	CLOUD	32	idzadaaka	idzadaaka	i dz a d aː k a	7 1 3 7 1 7 1 7	XBCYBYBZ	ITSATAKA	14	14.I.V 14.T.C 14.S.C 14.A.V 14.T.C 14.A.V 14.K.C 14.A.V	1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	234	i dz a d aː k a - -	?
328	Oho	cloud	nuvem	1489	CLOUD	32	idzadaoka	idzadaoka	i dz a d a o k a	7 1 3 7 1 7 7 1 7	XBCYBYYBZ	ITSATAUKA	10	10.I.V 10.T.C 10.S.C 10.A.V 10.T.C 10.A.V 10.U.V 10.K.C 10.A.V	1.5 1.75 1.5 1.3 1.75 1.3 1.3 1.75 0.8	0	234	i dz a d a o k a -	?
327	Ehe	cloud	nuvem	1489	CLOUD	32	itamana	itamana	i t a m a n a	7 1 7 4 7 4 7	XBYBYBZ	ITAMANA	3	3.I.V 3.T.C 3.A.V 3.M.C 3.A.V 3.N.C 3.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1482	( - - - - ) - i t a m a n a - - - -	?
329	Ñame	cloud	nuvem	1489	CLOUD	32	itamana	itamana	i t a m a n a	7 1 7 4 7 4 7	XBYBYBZ	ITAMANA	9	9.I.V 9.T.C 9.A.V 9.M.C 9.A.V 9.N.C 9.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1482	( - - - - ) - i t a m a n a - - - -	?
322	Kumadene_1	cloud	nuvem	1489	CLOUD	32	ithɐpɛdapɛ	ithɐpɛdapɛ	i tʰ ɐ p ɛ d a p ɛ	7 1 7 1 7 1 7 1 7	XBYBYBYBZ	ITEPETAPE	6	6.I.V 6.T.C 6.E.V 6.P.C 6.E.V 6.T.C 6.A.V 6.P.C 6.E.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1482	( - - - - ) - i tʰ ɐ p ɛ d a p ɛ - -	?
325	Tariana	cloud	nuvem	1489	CLOUD	32	jenʰuniːsakumã	jenʰuniːsakumã	j e nʰ u n iː s a k u m ã	6 7 3 4 7 4 7 3 7 1 7 4 7	AXBCYBYBYBYBZ	JEHNYNISAKYMA	12	12.J.C 12.E.V 12.H.C 12.N.C 12.Y.V 12.N.C 12.I.V 12.S.C 12.A.V 12.K.C 12.Y.V 12.M.C 12.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	245		?
323	Kowaidakenai	cloud	nuvem	1489	CLOUD	32	novi	novi	n o v i	4 7 3 7	AXBZ	NUBI	5	5.N.C 5.U.V 5.B.C 5.I.V	2.0 1.5 1.75 0.8	0	238		?
330	Werekena	cloud	nuvem	1489	CLOUD	32	sjaɾiɾi	sjaɾiɾi	s j a ɾ i ɾ i	3 6 7 5 7 5 7	ACXBYBZ	SJARIRI	13	13.S.C 13.J.C 13.A.V 13.R.C 13.I.V 13.R.C 13.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1493		?
320	Mauliene	cloud	nuvem	1489	CLOUD	32	tamana	tamana	t a m a n a	1 7 4 7 4 7	AXBYBZ	TAMANA	8	8.T.C 8.A.V 8.M.C 8.A.V 8.N.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1482	( - - - - ) - - t a m a n a - - - -	?
2106	Dzawinai	two	dois	1498	TWO	221	dzahẽpa	dzahẽpa	dz a h ẽ p a	1 3 7 3 7 1 7	ACXBYBZ	TSAHEPA	14	14.T.C 14.S.C 14.A.V 14.H.C 14.E.V 14.P.C 14.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz a h - ẽ - p a	?
2109	Ehe	two	dois	1498	TWO	221	dzahme	dzahme	dz a h m e	1 3 7 3 4 7	ACXBCZ	TSAHME	3	3.T.C 3.S.C 3.A.V 3.H.C 3.M.C 3.E.V	2.0 1.5 1.5 1.75 1.5 0.8	0	1743	dz a h m e - - -	?
2105	Kowaidakenai	two	dois	1498	TWO	221	dzahmepa	dzahmepa	dz a h m e p a	1 3 7 3 4 7 1 7	ACXBCYBZ	TSAHMEPA	5	5.T.C 5.S.C 5.A.V 5.H.C 5.M.C 5.E.V 5.P.C 5.A.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	0	1743	dz a h m e - p a	?
2100	Hohoodene	two	dois	1498	TWO	221	dzamada	dzamada	dz a m a d a	1 3 7 4 7 1 7	ACXBYBZ	TSAMATA	4	4.T.C 4.S.C 4.A.V 4.M.C 4.A.V 4.T.C 4.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz a - m a - d a	?
2110	Oho	two	dois	1498	TWO	221	dzamada	dzamada	dz a m a d a	1 3 7 4 7 1 7	ACXBYBZ	TSAMATA	10	10.T.C 10.S.C 10.A.V 10.M.C 10.A.V 10.T.C 10.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz a - m a - d a	?
2099	Waliperi	two	dois	1498	TWO	221	dzamada	dzamada	dz a m a d a	1 3 7 4 7 1 7	ACXBYBZ	TSAMATA	11	11.T.C 11.S.C 11.A.V 11.M.C 11.A.V 11.T.C 11.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz a - m a - d a	?
2101	Moliwene	two	dois	1498	TWO	221	dzɐmáda	dzɐmáda	dz ɐ m a d a	1 3 7 4 7 1 7	ACXBYBZ	TSEMATA	2	2.T.C 2.S.C 2.E.V 2.M.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz ɐ - m a - d a	?
2102	Mauliene	two	dois	1498	TWO	221	dzɐmáda	dzɐmáda	dz ɐ m a d a	1 3 7 4 7 1 7	ACXBYBZ	TSEMATA	8	8.T.C 8.S.C 8.E.V 8.M.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	1743	dz ɐ - m a - d a	?
2103	Kumadene_2	two	dois	1498	TWO	221	jamada	jamada	j a m a d a	6 7 4 7 1 7	AXBYBZ	JAMATA	7	7.J.C 7.A.V 7.M.C 7.A.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1743	j a - m a - d a	?
2107	Tariana	two	dois	1498	TWO	221	ɲamãitɛ	ɲamãitɛ	ɲ a m ã i t ɛ	4 7 4 7 7 1 7	AXBYYBZ	NAMAITE	12	12.N.C 12.A.V 12.M.C 12.A.V 12.I.V 12.T.C 12.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	1743	ɲ a - m ã i t ɛ	?
2104	Kumadene_1	two	dois	1498	TWO	221	ɲɐmɛpɐ	ɲɐmɛpɐ	ɲ ɐ m ɛ p ɐ	4 7 4 7 1 7	AXBYBZ	NEMEPE	6	6.N.C 6.E.V 6.M.C 6.E.V 6.P.C 6.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1743	ɲ ɐ - m ɛ - p ɐ	?
2112	Werekena	two	dois	1498	TWO	221	tonaba	tonaba	t o n a b a	1 7 4 7 1 7	AXBYBZ	TUNAPA	13	13.T.C 13.U.V 13.N.C 13.A.V 13.P.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1753		?
2108	Aha	two	dois	1498	TWO	221	jamada	jamada	j a m a d a	7 7 4 7 1 7	XYBYBZ	YAMATA	1	1.Y.V 1.A.V 1.M.C 1.A.V 1.T.C 1.A.V	1.5 1.3 1.75 1.3 1.75 0.8	0	1743	y a - m a - d a	?
2111	Ñame	two	dois	1498	TWO	221	jamada	jamada	j a m a d a	7 7 4 7 1 7	XYBYBZ	YAMATA	9	9.Y.V 9.A.V 9.M.C 9.A.V 9.T.C 9.A.V	1.5 1.3 1.75 1.3 1.75 0.8	0	1743	y a - m a - d a	?
361	Kowaidakenai	correct	correto	1725	CORRECT (RIGHT)	37	dzekemati	dzekemati	dz e k e m a t i	1 3 7 1 7 4 7 1 7	ACXBYBYBZ	TSEKEMATI	5	5.T.C 5.S.C 5.E.V 5.K.C 5.E.V 5.M.C 5.A.V 5.T.C 5.I.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1249	#NAME?	?
366	Oho	correct	correto	1725	CORRECT (RIGHT)	37	hapeːdale	hapeːdale	h a p eː d a l e	3 7 1 7 1 7 5 7	AXBYBYBZ	HAPETALE	10	10.H.C 10.A.V 10.P.C 10.E.V 10.T.C 10.A.V 10.L.C 10.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1253		?
360	Kumadene_2	correct	correto	1725	CORRECT (RIGHT)	37	hiːkuka	hiːkuka	h iː k u k a	3 7 1 7 1 7	AXBYBZ	HIKYKA	7	7.H.C 7.I.V 7.K.C 7.Y.V 7.K.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	275		?
359	Mauliene	correct	correto	1725	CORRECT (RIGHT)	37	madzakani	madzakani	m a dz a k a n i	4 7 1 3 7 1 7 4 7	AXBCYBYBZ	MATSAKANI	8	8.M.C 8.A.V 8.T.C 8.S.C 8.A.V 8.K.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	1	20	m a dz a k a n i - - - -	?
358	Hohoodene	correct	correto	1725	CORRECT (RIGHT)	37	madzakɐni	madzakɐni	m a dz a k ɐ n i	4 7 1 3 7 1 7 4 7	AXBCYBYBZ	MATSAKENI	4	4.M.C 4.A.V 4.T.C 4.S.C 4.A.V 4.K.C 4.E.V 4.N.C 4.I.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	20	m a dz a k ɐ n i - - - -	?
363	Tariana	correct	correto	1725	CORRECT (RIGHT)	37	masiakani	masiakani	m a s i a k a n i	4 7 3 7 7 1 7 4 7	AXBYYBYBZ	MASIAKANI	12	12.M.C 12.A.V 12.S.C 12.I.V 12.A.V 12.K.C 12.A.V 12.N.C 12.I.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	627	m a s i a k a n i	?
367	Ñame	correct	correto	1725	CORRECT (RIGHT)	37	matsia	matsia	m a ts i a	4 7 2 7 7	AXBYZ	MACIA	9	9.M.C 9.A.V 9.C.C 9.I.V 9.A.V	2.0 1.5 1.75 1.3 0.8	0	627	m a ts i a - - - -	?
365	Ehe	correct	correto	1725	CORRECT (RIGHT)	37	matsiakhai ~ matsankhai	matsiakhai	m a ts i a kʰ a i	4 7 2 7 7 1 7 7	AXBYYBYZ	MACIAKAI	3	3.M.C 3.A.V 3.C.C 3.I.V 3.A.V 3.K.C 3.A.V 3.I.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 0.8	0	627	m a ts i a kʰ a i -	?
364	Aha	correct	correto	1725	CORRECT (RIGHT)	37	matsiani	matsiani	m a ts i a n i	4 7 2 7 7 4 7	AXBYYBZ	MACIANI	1	1.M.C 1.A.V 1.C.C 1.I.V 1.A.V 1.N.C 1.I.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	0	627	m a ts i a n i - -	?
362	Dzawinai	correct	correto	1725	CORRECT (RIGHT)	37	ɽudzekema	ɽudzekema	ɽ u dz e k e m a	5 7 1 3 7 1 7 4 7	AXBCYBYBZ	RYTSEKEMA	14	14.R.C 14.Y.V 14.T.C 14.S.C 14.E.V 14.K.C 14.E.V 14.M.C 14.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	1249	ɽ u dz e k e m a - -	?
51	Mauliene	above	encima	1741	ABOVE	1	dzenoʐe	dzenoʐe	dz e n o ʐ e	1 3 7 4 7 3 7	ACXBYBZ	TSENUSE	8	8.T.C 8.S.C 8.E.V 8.N.C 8.U.V 8.S.C 8.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	3	#NAME?	?
55	Tariana	above	encima	1741	ABOVE	1	ĩhienunisɛ	ĩhienunisɛ	ĩ h i e n u n i s ɛ	7 3 7 7 4 7 4 7 3 7	XBYYBYBYBZ	IHIENYNISE	12	12.I.V 12.H.C 12.I.V 12.E.V 12.N.C 12.Y.V 12.N.C 12.I.V 12.S.C 12.E.V	1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	3	#NAME?	?
59	Ñame	above	encima	1741	ABOVE	1	lieːkuana	lieːkuana	l i eː k u a n a	5 7 7 1 7 7 4 7	AXYBYYBZ	LIEKYANA	9	9.L.C 9.I.V 9.E.V 9.K.C 9.Y.V 9.A.V 9.N.C 9.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	0	1	l i eː k u a n a	?
56	Aha	above	encima	1741	ABOVE	1	lieːkuete	lieːkuete	l i eː k u e t e	5 7 7 1 7 7 1 7	AXYBYYBZ	LIEKYETE	1	1.L.C 1.I.V 1.E.V 1.K.C 1.Y.V 1.E.V 1.T.C 1.E.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	0	1	l i eː k u e t e	?
58	Oho	above	encima	1741	ABOVE	1	liekoana	liekoana	l i e k o a n a	5 7 7 1 7 7 4 7	AXYBYYBZ	LIEKUANA	10	10.L.C 10.I.V 10.E.V 10.K.C 10.U.V 10.A.V 10.N.C 10.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 0.8	0	1	l i e k o a n a	?
57	Ehe	above	encima	1741	ABOVE	1	linako ~ nako	linako	l i n a k o	5 7 4 7 1 7	AXBYBZ	LINAKU	3	3.L.C 3.I.V 3.N.C 3.A.V 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2	l i n a k o - - -	?
60	Werekena	above	encima	1741	ABOVE	1	niwaba	niwaba	n i w a b a	4 7 6 7 1 7	AXBYBZ	NIWAPA	13	13.N.C 13.I.V 13.W.C 13.A.V 13.P.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	10		?
54	Dzawinai	above	encima	1741	ABOVE	1	ɽiːka	ɽiːka	ɽ iː k a	5 7 1 7	AXBZ	RIKA	14	14.R.C 14.I.V 14.K.C 14.A.V	2.0 1.5 1.75 0.8	0	4		?
53	Kowaidakenai	above	encima	1741	ABOVE	1	ɽiːkahe	ɽiːkahe	ɽ iː k a h e	5 7 1 7 3 7	AXBYBZ	RIKAHE	5	5.R.C 5.I.V 5.K.C 5.A.V 5.H.C 5.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	4		?
52	Kumadene_2	above	encima	1741	ABOVE	1	ɽianihonipe	ɽianihonipe	ɽ i a n i h o n i p e	5 7 7 4 7 3 7 4 7 1 7	AXYBYBYBYBZ	RIANIHUNIPE	7	7.R.C 7.I.V 7.A.V 7.N.C 7.I.V 7.H.C 7.U.V 7.N.C 7.I.V 7.P.C 7.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	3	ɽ i a n i - h o n i p e	?
50	Hohoodene	above	encima	1741	ABOVE	1	tsɛnonisɛ	tsɛnonisɛ	ts ɛ n o n i s ɛ	2 7 4 7 4 7 3 7	AXBYBYBZ	CENUNISE	4	4.C.C 4.E.V 4.N.C 4.U.V 4.N.C 4.I.V 4.S.C 4.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3	#NAME?	?
1840	Ehe	standing	de pé	1442	STAND	196	eːmaketi	eːmaketi	eː m a k e t i	7 4 7 1 7 1 7	XBYBYBZ	EMAKETI	3	3.E.V 3.M.C 3.A.V 3.K.C 3.E.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1539	- - eː m a k e t i -	?
1839	Aha	standing	de pé	1442	STAND	196	jeːmakaita ~ jemakada	jeːmakaita	j eː m a k a i t a	7 7 4 7 1 7 7 1 7	XYBYBYYBZ	YEMAKAITA	1	1.Y.V 1.E.V 1.M.C 1.A.V 1.K.C 1.A.V 1.I.V 1.T.C 1.A.V	1.5 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	1539	j - eː m a k a i t a	?
1841	Oho	standing	de pé	1442	STAND	196	jeːmakete	jeːmakete	j eː m a k e t e	7 7 4 7 1 7 1 7	XYBYBYBZ	YEMAKETE	10	10.Y.V 10.E.V 10.M.C 10.A.V 10.K.C 10.E.V 10.T.C 10.E.V	1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1539	j - eː m a k e t e -	?
1836	Moliwene	standing	de pé	1442	STAND	196	nuémaka	nuémaka	n u e m a k a	4 7 7 4 7 1 7	AXYBYBZ	NYEMAKA	2	2.N.C 2.Y.V 2.E.V 2.M.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	1539	n u e m a k a - - -	?
1837	Mauliene	standing	de pé	1442	STAND	196	nuémakawa	nuémakawa	n u e m a k a w a	4 7 7 4 7 1 7 6 7	AXYBYBYBZ	NYEMAKAWA	8	8.N.C 8.Y.V 8.E.V 8.M.C 8.A.V 8.K.C 8.A.V 8.W.C 8.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1539	n u e m a k a w a -	?
1835	Hohoodene	standing	de pé	1442	STAND	196	pueːma	pueːma	p u eː m a	1 7 7 4 7	AXYBZ	PYEMA	4	4.P.C 4.Y.V 4.E.V 4.M.C 4.A.V	2.0 1.5 1.3 1.75 0.8	0	1539	p u eː m a - - - - -	?
1834	Waliperi	standing	de pé	1442	STAND	196	ɽiemaka	ɽiemaka	ɽ i e m a k a	5 7 7 4 7 1 7	AXYBYBZ	RIEMAKA	11	11.R.C 11.I.V 11.E.V 11.M.C 11.A.V 11.K.C 11.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	1539	ɽ i e m a k a - - -	?
1838	Kumadene_2	standing	de pé	1442	STAND	196	ɽiumakawa	ɽiumakawa	ɽ i u m a k a w a	4 4 2004	ALN	NNN	7	7.N.C 7.N.c 7.N.c	2.0 1.1 0.8	0	1539	ɽ i u m a k a w a -	?
1843	Werekena	standing	de pé	1442	STAND	196	teatʃia	teatʃia	t e a tʃ i a	1 7 7 1 7 7	AXYBYZ	TEATIA	13	13.T.C 13.E.V 13.A.V 13.T.C 13.I.V 13.A.V	2.0 1.5 1.3 1.75 1.3 0.8	0	1544		?
1842	Ñame	standing	de pé	1442	STAND	196	weːmaka	weːmaka	w eː m a k a	6 7 4 7 1 7	AXBYBZ	WEMAKA	9	9.W.C 9.E.V 9.M.C 9.A.V 9.K.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1539	w - eː m a k a - - -	?
835	Dzawinai	green	verde	1425	GREEN	84	eːmidaɽika	eːmidaɽika	eː m i d a ɽ i k a	7 4 7 1 7 5 7 1 7	XBYBYBYBZ	EMITARIKA	14	14.E.V 14.M.C 14.I.V 14.T.C 14.A.V 14.R.C 14.I.V 14.K.C 14.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	652		?
830	Moliwene	green	verde	1425	GREEN	84	emĩdaɽi	emĩdaɽi	e m ĩ d a ɽ i	7 4 7 1 7 5 7	XBYBYBZ	EMITARI	2	2.E.V 2.M.C 2.I.V 2.T.C 2.A.V 2.R.C 2.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	652		?
831	Mauliene	green	verde	1425	GREEN	84	emikatoani	emikatoani	e m i k a t o a n i	7 4 7 1 7 1 7 7 4 7	XBYBYBYYBZ	EMIKATUANI	8	8.E.V 8.M.C 8.I.V 8.K.C 8.A.V 8.T.C 8.U.V 8.A.V 8.N.C 8.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	658		?
839	Oho	green	verde	1425	GREEN	84	hipoledale	hipoledale	h i p o l e d a l e	3 7 1 7 5 7 1 7 5 7	AXBYBYBYBZ	HIPULETALE	10	10.H.C 10.I.V 10.P.C 10.U.V 10.L.C 10.E.V 10.T.C 10.A.V 10.L.C 10.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
840	Ñame	green	verde	1425	GREEN	84	hipoledali	hipoledali	h i p o l e d a l i	3 7 1 7 5 7 1 7 5 7	AXBYBYBYBZ	HIPULETALI	9	9.H.C 9.I.V 9.P.C 9.U.V 9.L.C 9.E.V 9.T.C 9.A.V 9.L.C 9.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
837	Aha	green	verde	1425	GREEN	84	hipoliadali	hipoliadali	h i p o l i a d a l i	3 7 1 7 5 7 7 1 7 5 7	AXBYBYYBYBZ	HIPULIATALI	1	1.H.C 1.I.V 1.P.C 1.U.V 1.L.C 1.I.V 1.A.V 1.T.C 1.A.V 1.L.C 1.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	651		?
829	Hohoodene	green	verde	1425	GREEN	84	hipoɽɛdaɽi	hipoɽɛdaɽi	h i p o ɽ ɛ d a ɽ i	3 7 1 7 5 7 1 7 5 7	AXBYBYBYBZ	HIPURETARI	4	4.H.C 4.I.V 4.P.C 4.U.V 4.R.C 4.E.V 4.T.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
828	Waliperi	green	verde	1425	GREEN	84	hipoɽɛdaɽi	hipoɽɛdaɽi	h i p o ɽ ɛ d a ɽ i	3 7 1 7 5 7 1 7 5 7	AXBYBYBYBZ	HIPURETARI	11	11.H.C 11.I.V 11.P.C 11.U.V 11.R.C 11.E.V 11.T.C 11.A.V 11.R.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
836	Tariana	green	verde	1425	GREEN	84	hipoɾɛmanʊka	hipoɾɛmanʊka	h i p o ɾ ɛ m a n ʊ k a	3 7 1 7 5 7 4 7 4 7 1 7	AXBYBYBYBYBZ	HIPUREMANYKA	12	12.H.C 12.I.V 12.P.C 12.U.V 12.R.C 12.E.V 12.M.C 12.A.V 12.N.C 12.Y.V 12.K.C 12.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
833	Kumadene_1	green	verde	1425	GREEN	84	hipɔɾenĩpɛ	hipɔɾenĩpɛ	h i p ɔ ɾ e n ĩ p ɛ	3 7 1 7 5 7 4 7 1 7	AXBYBYBYBZ	HIPURENIPE	6	6.H.C 6.I.V 6.P.C 6.U.V 6.R.C 6.E.V 6.N.C 6.I.V 6.P.C 6.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	651		?
838	Ehe	green	verde	1425	GREEN	84	hipule	hipule	h i p u l e	3 7 1 7 5 7	AXBYBZ	HIPYLE	3	3.H.C 3.I.V 3.P.C 3.Y.V 3.L.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	651		?
832	Kumadene_2	green	verde	1425	GREEN	84	ĩdaripoa	ĩdaripoa	ĩ d a ɾ i p o a	7 1 7 5 7 1 7 7	XBYBYBYZ	ITARIPUA	7	7.I.V 7.T.C 7.A.V 7.R.C 7.I.V 7.P.C 7.U.V 7.A.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	652		?
834	Kowaidakenai	green	verde	1425	GREEN	84	konenaɽikani	konenaɽikani	k o n e n a ɽ i k a n i	1 7 4 7 4 7 5 7 1 7 4 7	AXBYBYBYBYBZ	KUNENARIKANI	5	5.K.C 5.U.V 5.N.C 5.E.V 5.N.C 5.A.V 5.R.C 5.I.V 5.K.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	655		?
841	Werekena	green	verde	1425	GREEN	84	puɾɛɾi	puɾɛɾi	p u ɾ ɛ ɾ i	1 7 5 7 5 7	AXBYBZ	PYRERI	13	13.P.C 13.Y.V 13.R.C 13.E.V 13.R.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	663		?
2335	Ehe	yellow	amarelo	1424	YELLOW	243	eːwa	eːwa	eː w a	7 6 2007	XBZ	EWA	3	3.E.V 3.W.C 3.A.V	1.5 1.75 0.8	0	1932		?
2336	Oho	yellow	amarelo	1424	YELLOW	243	eːwadale	eːwadale	eː w a d a l e	7 6 7 1 7 5 7	XBYBYBZ	EWATALE	10	10.E.V 10.W.C 10.A.V 10.T.C 10.A.V 10.L.C 10.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2334	Aha	yellow	amarelo	1424	YELLOW	243	eːwadali	eːwadali	eː w a d a l i	7 6 7 1 7 5 7	XBYBYBZ	EWATALI	1	1.E.V 1.W.C 1.A.V 1.T.C 1.A.V 1.L.C 1.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2337	Ñame	yellow	amarelo	1424	YELLOW	243	eːwadali	eːwadali	eː w a d a l i	7 6 7 1 7 5 7	XBYBYBZ	EWATALI	9	9.E.V 9.W.C 9.A.V 9.T.C 9.A.V 9.L.C 9.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2330	Kumadene_2	yellow	amarelo	1424	YELLOW	243	ewadaɽi	ewadaɽi	e w a d a ɽ i	7 6 7 1 7 5 7	XBYBYBZ	EWATARI	7	7.E.V 7.W.C 7.A.V 7.T.C 7.A.V 7.R.C 7.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2328	Moliwene	yellow	amarelo	1424	YELLOW	243	ewádaɽi	ewádaɽi	e w a d a ɽ i	7 6 7 1 7 5 7	XBYBYBZ	EWATARI	2	2.E.V 2.W.C 2.A.V 2.T.C 2.A.V 2.R.C 2.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2329	Mauliene	yellow	amarelo	1424	YELLOW	243	ewakani	ewakani	e w a k a n i	7 6 7 1 7 4 7	XBYBYBZ	EWAKANI	8	8.E.V 8.W.C 8.A.V 8.K.C 8.A.V 8.N.C 8.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
2327	Hohoodene	yellow	amarelo	1424	YELLOW	243	ɛwadali	ɛwadali	ɛ w a d a l i	7 6 7 1 7 5 7	XBYBYBZ	EWATALI	4	4.E.V 4.W.C 4.A.V 4.T.C 4.A.V 4.L.C 4.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1932		?
